,predictions_1,predictions_2,predictions_3,true_vals
69,-0.24526134,-1.969843,2.3900266,0
70,-0.8399975,1.1577485,-0.35604087,0
71,0.49657568,-2.526859,2.0050547,0
72,0.010854949,0.46513262,-1.2210268,2
73,-0.08615504,-1.97166,2.3059313,0
74,1.52961,-2.8223507,0.9243469,2
75,-0.7133604,-1.3236834,2.6129231,0
76,-0.062388215,-2.241611,2.2331018,0
77,-1.1782153,-0.61008006,2.4793968,0
78,-0.59233546,-1.7110478,2.4221554,0
79,-0.2581424,-1.9520456,2.295055,0
80,1.8519686,-2.840776,0.03978977,2
81,0.79497397,-2.7268937,1.6942924,0
82,1.8972315,-2.8603446,-0.09987301,2
83,-0.58801603,-1.5386723,2.3853726,0
84,1.8375064,-1.9173468,-1.3214855,0
85,1.994676,-2.4447181,-0.812911,2
86,-0.53280956,-1.2589225,2.1164925,0
87,2.105646,-1.6158588,-1.7047547,2
88,2.0590234,-2.57046,-0.6120096,2
89,1.8887275,-2.2881181,-0.8826737,2
90,2.0727184,-2.0511777,-1.374374,2
91,0.6527934,-2.6223633,1.9702396,0
92,1.9494882,-2.6871092,-0.15180412,2
93,1.9930936,-1.6962875,-1.5674937,2
94,2.0812087,-2.2506044,-1.2282406,2
95,1.9604441,-2.1665957,-1.2332264,2
96,2.0743604,-2.0829298,-1.2534958,2
97,2.0284905,-1.8552729,-1.5126321,2
98,1.3333198,-2.7696166,1.2363052,0
99,1.9880546,-2.7052276,-0.300173,0
100,1.9047672,-0.89312357,-2.0230298,2
101,1.9563862,-1.2257904,-1.833118,2
102,1.9227229,-1.1442506,-1.8463646,2
103,-1.1592216,2.779316,-1.5074586,2
104,-0.9242138,0.8692456,0.4021437,0
105,-1.5949241,3.0336068,-1.1939056,1
106,2.0926561,-1.4149805,-1.7933166,2
107,1.9047738,-1.3330489,-1.7023546,1
108,1.624663,-2.9168158,0.8171852,0
109,2.111483,-1.6664892,-1.7286279,2
110,2.1158872,-1.672804,-1.7275368,2
111,2.0821328,-1.3236738,-1.847329,2
112,2.1137128,-1.672548,-1.7268283,2
113,-0.98196805,-1.2699696,2.6127636,0
114,1.4205512,-0.21789192,-2.3393412,2
115,2.0471706,-1.7022285,-1.6407195,2
116,-1.6179935,2.394883,-0.49266562,1
117,2.060995,-1.8261027,-1.5392399,2
118,2.0570493,-2.1645024,-1.2600306,2
119,1.2437664,-2.849549,1.5673608,2
120,2.0363278,-2.292207,-1.0288161,2
121,0.4539149,-2.3655102,1.9968411,2
122,1.9964665,-1.5092577,-1.7400881,2
123,1.9642923,-2.243181,-1.1354903,2
124,1.5330259,-2.8476028,0.59686357,2
125,1.9419807,-2.2487786,-1.1046252,2
126,2.0287774,-2.194618,-1.2430748,2
127,2.031652,-2.1795065,-1.2554072,2
128,2.0018911,-1.7559098,-1.5194496,2
129,1.8113536,-2.943289,0.5022686,2
130,1.9575298,-2.095113,-1.2610905,2
131,1.9348294,-2.069072,-1.2783808,2
132,1.9852195,-2.8885539,-0.10711694,2
133,1.9006586,-2.343478,-0.84863454,2
134,2.0447083,-2.0989692,-1.3336118,2
135,2.052208,-1.7268763,-1.6426454,2
136,2.034243,-2.0950756,-1.3288945,2
137,0.30997497,1.1612455,-2.0218954,2
138,1.1563923,-2.7975247,1.6829276,2
139,1.9648329,-2.9068387,0.1901116,2
140,1.9377495,-2.2212322,-1.1598008,2
141,2.0247893,-1.9687742,-1.3973879,2
142,2.171412,-1.366547,-1.951322,2
143,1.9291741,-1.9893049,-1.3574194,2
144,1.879444,-2.0940678,-1.0459687,2
145,0.95504105,-2.7827191,1.7318468,0
146,2.0487428,-1.8890268,-1.6149694,2
147,2.0922825,-1.517952,-1.7672915,2
148,1.9705988,-2.6363842,-0.38434148,2
149,2.043748,-1.9685274,-1.4393142,2
150,1.9994065,-2.0569408,-1.2686027,2
151,2.048921,-2.845731,-0.17532331,2
152,-1.0723406,-1.0483485,2.512299,0
153,1.9173058,-2.8525102,0.3790704,0
154,-0.90400887,-1.392778,2.6117253,0
155,-1.2517226,-0.70715296,2.5772624,0
156,-1.0311427,-0.061890274,1.6467103,0
157,-1.3267384,0.31041077,1.9251406,0
158,-0.25372803,-1.9241811,2.3712919,0
159,0.4692638,-1.6416878,0.78675634,0
160,-1.1573907,0.0057806894,1.5578272,0
161,-0.6926049,-1.6116387,2.5940564,0
162,-0.6073681,-1.5369376,2.5198064,0
163,-0.3321161,-1.7604171,2.2097309,0
164,-0.5840991,-1.7347281,2.5448074,0
165,-0.6548035,-1.5610182,2.5566697,0
166,1.5132554,-2.7787273,1.0184311,0
167,-0.44709086,-1.7408646,2.5416775,0
168,1.7921358,-2.8930252,0.507594,2
169,0.27500278,-0.023101874,-1.0396798,0
170,-1.2664205,-0.31547922,2.345913,0
171,0.9518107,-2.5180833,1.4950365,0
172,1.8405293,-2.853,0.05696139,0
173,1.9664509,-2.8761997,0.10689548,0
174,0.8485073,-2.696305,1.9707671,2
175,1.3491683,-2.8435612,1.3043572,2
176,-0.44374713,-1.796383,2.530038,0
177,0.664535,-2.7273178,2.004729,0
178,-1.4891667,0.44140187,1.932211,0
179,-0.8766737,-1.3152069,2.6026075,0
180,-0.67457,-1.5109259,2.399901,0
181,0.042542104,-2.0131547,2.2595305,0
182,-0.18837415,-1.9457418,2.35564,0
183,-0.14582698,-2.0325072,2.3517907,0
184,1.635713,-2.6590354,0.53845567,2
185,0.98462975,-2.7672303,1.7489012,0
186,1.3659676,-2.7640007,1.4334193,2
187,0.0056208493,-2.1526463,2.3184648,0
188,0.5907322,-2.5866468,2.0361333,0
189,1.4803177,-2.8008478,0.88114303,0
190,1.7063674,-2.8444884,0.7078366,0
191,-0.26432902,-1.8161854,2.3420584,0
192,1.7552869,-1.9749951,-0.7795498,2
193,-0.80465174,-1.0032809,2.486684,0
194,0.944543,-2.761265,1.8521603,0
195,1.7637964,-2.7914135,0.320148,2
196,1.9054509,-2.4630735,-0.51807207,2
197,1.3536607,-2.8543851,1.2804066,2
198,1.6466025,-2.9025981,0.6676362,2
199,-0.3219325,-1.8310591,2.3681788,0
200,1.4586481,-2.388372,0.49517876,2
201,-1.41321,-0.2741463,2.531033,0
202,1.1949593,-2.7759712,1.4823202,0
203,-0.044552308,-2.1344597,2.311718,0
204,-0.2743138,-1.9406263,2.248125,0
205,1.9198649,-2.803067,-0.27115303,2
206,-1.0069326,-1.2270023,2.583715,0
207,-0.4853731,-1.7331451,2.5159378,0
208,1.3004688,-2.8201268,1.4057606,0
209,-0.30691564,-1.9121861,2.4031494,0
210,-0.5512364,-1.6371814,2.4281673,0
211,0.41730785,-2.5697167,2.0301418,0
212,1.3485284,-2.771016,1.3027798,2
213,0.6329613,-2.695708,2.1018896,0
214,0.015422163,-2.2894342,2.3516233,0
215,-1.6339169,1.4383992,1.2413332,0
216,0.516767,-2.4645174,1.9272594,0
217,1.0484082,-2.7443619,1.4852678,0
218,-0.8102101,-1.4148754,2.5331326,0
219,-0.7230972,-1.5741107,2.6251407,0
220,1.75696,-2.969805,0.36359134,0
221,-0.4270121,-1.8197744,2.515747,0
222,0.2713515,-2.3894587,2.309702,0
223,-0.32801732,-1.819517,2.3735046,0
224,-0.9114152,-1.315257,2.6087794,0
225,1.4651895,-2.8193316,1.0445534,2
226,0.9186238,-2.8118951,1.8604523,0
227,-0.975442,-1.1405882,2.5645845,0
228,0.87491345,-2.7763708,1.8036908,0
229,1.9748576,-2.2809398,-0.96821284,2
230,-0.20722699,-1.8918377,2.4165177,0
231,0.03037355,-2.1955028,2.194143,0
232,1.5069524,-2.9006898,1.0485551,0
233,1.3109688,-2.8165157,1.2638124,0
234,0.17004274,-2.3248265,2.2622828,0
235,0.54006577,-2.692206,2.1340532,0
236,0.1851811,-2.2535746,2.2610826,0
237,0.033669006,-2.2195976,2.2224364,0
238,-1.4791495,0.114605956,2.1783447,0
239,0.9430275,-2.8433404,1.8401561,0
240,-0.51003957,-1.835801,2.4283388,0
241,2.0933576,-2.3185604,-1.0034525,2
242,0.80629265,-2.7612817,1.9020718,0
243,0.9222021,-2.7788765,1.7577862,0
244,1.6987287,-2.8526125,0.50890374,2
245,-0.3481006,-2.0050147,2.4936342,0
246,1.079708,-2.7707717,1.6599698,0
247,-1.1405689,-0.9503675,2.4349651,0
248,-1.1251055,-0.82570004,2.5977638,0
249,0.2294159,-2.232988,2.1731467,0
250,0.2973554,-2.4101546,2.1798527,0
251,-0.83623254,-1.3503765,2.6472106,0
252,0.046313163,-2.1043155,2.2618625,0
253,-0.49450272,-1.582632,2.3066883,0
254,-0.6889545,-1.5600086,2.5794263,0
255,0.92677164,-1.9515659,0.42560077,0
256,1.7759401,-2.9562628,0.6961383,2
257,0.55465204,-2.3816147,1.980302,0
258,0.97462857,-2.719958,1.791157,0
259,-0.7015742,-1.5034137,2.5762682,0
260,0.052696522,-2.2072566,2.215998,0
261,-1.0136514,-1.1874071,2.6491735,0
262,2.0695548,-1.7857891,-1.6259934,2
263,1.7564275,-1.9632673,-0.99843633,2
264,-1.3902696,2.600549,-0.9707475,1
265,-1.7544087,2.9316988,-0.66922253,1
266,-0.060604926,1.4010078,-1.9534825,1
267,-1.310522,2.512093,-0.8074322,1
268,1.9237579,-2.385351,-0.40680748,2
269,1.9461172,-1.6374893,-1.6010805,2
270,2.0271778,-2.6631215,-0.38429108,2
271,1.8640304,-2.0849688,-0.99727947,2
272,1.7607546,-2.5211957,-0.0548031,2
273,2.0297787,-2.1530678,-1.1115801,2
274,1.9145398,-0.9417135,-2.0229056,2
275,1.8295333,-2.3832452,-0.72156966,2
276,1.6852298,-2.8757417,0.5691297,0
277,1.8067169,-2.5032368,-0.22758162,0
278,2.0663238,-2.6777804,-0.61666775,2
279,1.9258034,-1.9963292,-1.339739,2
280,1.8620377,-2.4192824,-0.5931248,2
281,0.14985602,-2.3210974,2.3374853,0
282,-0.49641624,-1.006751,1.9141198,0
283,0.16641192,-2.1013372,2.2207747,0
284,1.754192,-2.3250487,-0.5649493,2
285,2.0186086,-2.2474992,-0.95489806,2
286,2.063922,-2.2162755,-1.0416459,2
287,1.846692,-3.0042226,0.6598172,2
288,0.4670662,-2.4241598,1.9964303,0
289,0.148932,-2.1687703,2.1786757,0
290,0.17394806,-2.1289463,2.0682745,2
291,1.8778437,-2.329981,-0.7294798,2
292,-0.42433813,-1.6209155,2.2481093,0
293,1.5871636,-2.8235157,0.5633796,0
294,-0.2262916,-1.8873101,2.2440753,0
295,0.9600777,-2.768845,1.7757239,0
296,-0.3575234,-1.7505289,2.399704,0
297,0.047751296,-2.0476196,2.1362739,0
298,1.5675235,-2.099105,-0.23007397,2
299,0.31577381,0.8316966,-1.2752228,2
300,1.968207,-2.1514204,-1.2148778,2
301,1.9186413,-2.9249978,0.3667364,0
302,-1.0808988,-0.699258,2.3488853,0
303,0.108380295,-2.226772,2.2983515,0
304,-1.3452996,0.6416035,1.535116,0
305,1.6884454,-1.903557,-0.8201413,0
306,-1.8505162,2.951317,-0.51701397,1
307,1.8567348,-1.6631013,-1.5491276,2
308,-0.5640202,0.5086829,-0.18036222,0
309,-1.6898751,3.0450585,-1.1241524,1
310,1.119044,-2.7236743,1.5744504,2
311,1.6072358,-2.0784,-0.8094274,2
312,1.9720023,-1.9414496,-1.2046379,2
313,-0.7183247,-1.227245,2.2986891,0
314,2.1327167,-1.5844895,-1.7724124,2
315,-0.13374904,-2.0471096,2.2713246,0
316,2.058055,-1.6207126,-1.6850929,2
317,-1.1502227,0.4922092,1.415696,0
318,-0.8177292,-1.1859359,2.4406319,0
319,-0.65701497,-1.454244,2.5048766,0
320,0.7489536,-2.071358,1.3761446,2
321,1.2213864,-2.8507712,1.3770283,0
322,1.9483994,-2.9582393,0.10973427,2
323,2.0466015,-1.7700249,-1.591828,2
324,1.4803602,-2.7951658,0.7913487,2
325,0.78695226,-2.7230055,1.9598927,0
326,-0.35146648,-1.5227456,2.2794006,0
327,1.8885217,-1.983927,-1.3039206,2
328,1.1792749,-2.705052,1.3274283,2
329,0.180802,-2.2263455,2.113193,0
330,-0.10176595,-1.9670736,2.228948,2
331,1.9422206,-1.3364577,-1.7148814,2
332,0.98946774,-2.624419,1.4911947,2
333,2.0003703,-2.5845973,-0.7500029,2
334,1.1984092,-2.3014896,-0.10870886,2
335,-0.7367822,-1.1120995,2.2239354,0
336,-0.94598615,-1.2436584,2.6333647,0
337,0.45956415,-2.4251807,2.0093508,0
338,0.78654313,-2.7420456,1.8798565,0
339,1.7500137,-2.984453,0.7497226,2
340,0.40327138,-2.3617911,1.9150895,0
341,1.1530595,-2.7152753,1.4304539,0
342,-0.59032494,-1.2965213,2.3268447,0
343,1.9334335,-2.902757,0.010922643,2
344,1.9298306,-1.7155203,-1.5618975,2
345,1.9209267,-2.7022967,-0.19735551,2
346,2.00893,-2.4443824,-0.74174446,2
347,2.0256476,-2.4709957,-0.7793412,2
348,2.037039,-2.6344402,-0.7283397,2
349,0.44787908,-2.542741,2.068285,0
350,1.7861621,-2.982167,0.618817,2
351,1.9164313,-1.3883053,-1.6806532,2
352,1.8946565,-0.74866956,-2.044135,2
353,1.9791493,-1.5534465,-1.6256696,2
354,2.0868068,-1.4188117,-1.8942533,2
355,1.3202113,-1.7421485,0.1489732,0
356,0.87864065,0.65341514,-2.2636735,2
357,-0.9689909,-0.72147954,2.1376843,0
358,1.9945215,-2.8543048,-0.11518371,2
359,-1.2929472,-0.71312994,2.695722,0
360,-0.20733023,-1.9609078,2.3865995,0
361,0.43309528,-2.412325,2.1436155,0
362,0.54286015,-2.6175272,2.030138,0
363,-0.9172794,-0.8983725,2.2280064,0
364,-0.8125715,-1.3941213,2.5780544,0
365,-1.4019326,-0.5166638,2.5981255,0
366,0.43987247,-2.4978225,2.144422,0
367,-1.9437317,3.0417979,-0.48910868,1
368,0.14320746,-2.2972658,2.364039,0
369,-1.9541812,3.0488985,-0.39595717,1
370,0.7052446,-2.652075,1.9826657,0
371,-0.19636649,-2.0490851,2.3750217,0
372,-1.2220548,-0.7360521,2.6401453,0
373,-1.0961672,-1.0438892,2.6732578,0
374,-0.87121165,-1.4320147,2.70644,0
375,-0.32558814,-1.9481069,2.3879135,0
376,0.30808043,-2.5200598,2.1848242,0
377,-0.99522495,-1.2958518,2.6737516,0
378,-0.21255943,-1.9142212,2.5244408,0
379,-0.9228853,-1.2017086,2.5530467,0
380,0.5814089,-2.3767664,1.9835557,0
381,1.9248625,-2.1591794,-1.2322125,2
382,1.3265799,-2.662794,0.9309885,0
383,-0.031222196,-2.170504,2.0236828,0
384,0.7874521,-2.718459,1.9012933,0
385,-0.8662871,-1.0989629,2.5939665,0
386,-1.137116,-0.9273726,2.5294986,0
387,1.022895,-2.7624948,1.7537425,0
388,0.2737135,-2.3619454,2.1329312,0
389,-0.36050802,-1.4014755,1.8371105,0
390,-0.02018659,-2.1929717,2.402955,0
391,-0.10818401,-1.9678066,2.265621,0
392,-1.2436643,-0.5633059,2.6064203,0
393,0.32204276,-2.4953415,2.161148,0
394,-0.2909894,-1.4071614,2.4271138,0
395,0.22606112,-2.502723,2.2371984,0
396,-0.7737657,-1.4458619,2.5316515,0
397,-0.2819233,-1.9102695,2.469408,0
398,-1.1400044,-0.6771717,2.3518155,0
399,0.75777334,-2.7107425,1.9603828,0
400,0.6407517,-2.5267818,1.7380085,0
401,1.1180347,-2.5984304,1.1837232,0
402,0.3293266,-2.4781764,2.1160345,0
403,-0.32908562,-1.9732966,2.5329862,0
404,-0.53068906,-1.7812046,2.5225816,0
405,0.6441833,-2.59286,2.0307221,0
406,-0.41020355,-1.9157022,2.4284859,0
407,0.9156388,-2.7586873,1.7171184,0
408,-0.8256033,-1.3233997,2.6105728,0
409,0.39224377,-2.5138805,2.2074616,0
410,-0.8127862,-1.4931191,2.612267,0
411,-0.7478682,-1.4987699,2.5250945,0
412,-0.64388436,-1.5004461,2.5380669,0
413,-1.0543754,-1.1221591,2.6704597,0
414,-0.8223425,-1.5050684,2.62928,0
415,0.426757,-2.4614284,2.0488174,0
416,0.07161156,-2.1882174,2.0603216,0
417,1.9623004,-2.9971144,0.41625196,0
418,-1.0588875,-1.0339468,2.638734,0
419,-1.1212405,-0.93190914,2.634977,0
420,0.19024318,-2.3125355,2.2827616,0
421,1.3138987,-2.755328,0.70928043,0
422,-0.44938588,-1.7745671,2.4493294,0
423,-1.6178652,1.0108814,1.6050259,0
424,0.0063090296,-2.1937945,2.3571572,0
425,-0.011063012,-2.1221821,2.3230896,0
426,0.49903452,-2.5660737,2.0316768,0
427,1.5735632,-2.5849879,0.074576735,0
428,-0.69994533,-1.5939769,2.5750575,0
429,0.5129657,-2.5473144,2.092501,0
430,-0.58397305,-1.6109186,2.4911332,0
431,-0.24582408,-1.7229401,2.3643827,0
432,0.41386458,-2.6268442,2.0990748,0
433,-0.75590014,-1.43813,2.5414455,0
434,-0.31898248,-1.8100864,2.3465247,0
435,1.8980602,-2.76206,0.059800807,2
436,-1.1638377,-0.78236955,2.6252303,0
437,-1.0982746,-1.0141174,2.6456876,0
438,-0.7429278,-1.2675565,2.458027,0
439,-0.12575676,-1.9729213,2.3358412,0
440,0.9316088,-2.7120214,1.8328959,0
441,-0.86012614,-1.378002,2.618432,0
442,-0.11454894,-2.1197212,2.4288535,0
443,0.24696714,-2.4809918,2.1848538,0
444,-0.008295062,-2.1202238,2.2783957,0
445,-0.63876987,-1.5129515,2.5378647,0
446,-0.6763685,-1.3159329,2.332087,0
447,-1.8864886,2.9719088,-0.70576745,1
448,-1.1521547,0.5095284,1.3567494,0
449,1.2310584,-2.3651268,1.0775489,0
450,-0.36660844,-1.9129642,2.3874264,0
451,-1.0518051,-0.8332818,2.5169337,0
452,-0.025045143,-2.1147935,2.3477979,0
453,0.6826967,-2.4866536,1.6369904,0
454,-1.3742787,1.5599872,0.04004178,0
455,1.7333487,-2.2448368,-0.80320865,0
456,-0.45836934,-1.7752984,2.421484,0
457,0.6226661,-2.5856264,1.9556831,0
458,0.10965819,-2.2629206,2.2499719,0
459,1.107751,-0.96993977,-1.0656928,0
460,-0.19565816,-1.8801779,2.2282243,0
461,-0.86237,-1.0649346,2.4462295,0
462,-1.9099674,2.3573616,0.8292605,0
463,-1.1715828,-0.7556682,2.6639194,0
464,0.6427925,-2.6403935,2.0424507,0
465,0.5773035,-2.0700247,1.5258276,0
466,-0.9167166,-1.0043064,2.5214329,0
467,1.0340024,-2.461755,1.5768478,2
468,0.29087722,-1.6426575,1.5840925,0
469,-1.5478586,-0.03709153,2.5172372,0
470,-1.4642786,1.794448,0.17349057,1
471,-0.5931802,-1.607241,2.6206555,0
472,-1.5550925,1.5773984,0.652857,0
473,0.017539022,-2.1748078,2.2737777,0
474,-0.14329343,-2.0216951,2.3571877,0
475,1.6128961,-2.8261287,0.48579758,2
476,-0.39294133,-1.800705,2.562761,0
477,-1.0295575,-1.0263249,2.6443696,0
478,-0.56918144,-1.642592,2.561317,0
479,-0.17257002,-1.9430054,2.394311,0
480,0.067109376,-2.2293274,2.329877,0
481,-0.5162355,-1.5791776,2.5442867,0
482,-0.36013934,-1.7861848,2.420533,0
483,-0.31709048,-2.0105348,2.460401,0
484,1.6914563,-2.6703131,0.24860133,2
485,0.8267832,-2.7828271,1.9210736,0
486,1.9315726,-2.994614,0.3874412,2
487,-0.15929088,-1.9303634,2.3701038,0
488,-0.5695753,-1.6111692,2.5842717,0
489,-0.62368697,-1.5706941,2.5554483,0
490,-1.4064646,-0.49553618,2.656479,0
491,-0.63026506,-1.5815175,2.4906034,0
492,-0.7094133,-1.4653772,2.5165904,0
493,-0.45670193,-1.8264676,2.4286306,0
494,-0.8727195,-1.3694932,2.633637,0
495,-1.2456039,-0.7267134,2.5833488,0
496,0.36815417,-2.3444512,1.9730905,0
497,0.72759604,-2.654368,1.9236447,0
498,-1.3660942,-0.59668624,2.6859457,0
499,-0.91504425,-1.1168307,2.5827217,0
500,-0.3128162,-1.8991584,2.3966722,0
501,-0.5869557,-0.9544534,1.8361574,0
502,-1.1031227,-1.0003504,2.638701,0
503,-1.1573852,-0.66106385,2.5668883,0
504,-0.84997547,-1.2448618,2.5275881,0
505,-0.69843113,-1.4676763,2.5496097,0
506,1.4260665,-2.8216074,0.9868698,0
507,1.0805455,-2.7703042,1.4572667,0
508,1.1635232,-2.6403587,1.2291452,0
509,1.0236474,-2.7535014,1.7228305,0
510,0.091855496,-2.3237817,2.2910724,0
511,-0.59396935,-1.5960532,2.5458221,0
512,1.1852294,-2.5095413,1.1073927,0
513,-1.290938,-0.74701643,2.6477509,0
514,0.16912977,-2.4051883,2.2364123,0
515,-0.8660536,-1.249623,2.650056,0
516,-0.15413593,-2.046129,2.3692214,0
517,0.7587565,-2.3909638,1.637996,0
518,-0.5647495,-1.5726641,2.5431051,0
519,-0.12502731,-2.034122,2.374773,0
520,-0.95155406,-1.2068926,2.6552591,0
521,-0.62605584,-1.7132347,2.5353718,0
522,-0.4444475,-1.8288685,2.4093447,0
523,-0.06423502,-1.9204932,2.0538318,0
524,-1.1244689,0.9257869,0.9394339,0
525,1.9526457,-2.7589757,-0.30697292,0
526,-0.036168244,-2.0483446,2.3382845,0
527,-1.7418936,1.9530176,0.79270136,0
528,0.626624,-2.429434,1.7106162,0
529,0.6803485,-2.5868561,2.0437877,0
530,-0.9454043,-1.0942158,2.5416746,0
531,-0.37722576,-0.35437506,0.75979114,0
532,0.6729914,-2.6201212,1.9780197,0
533,0.17557998,-2.3503048,2.2830954,0
534,-0.04542506,-2.1537106,2.2124279,0
535,1.9804746,-2.94827,-0.17928869,0
536,0.2445007,-2.1206095,1.9066834,0
537,-0.030518653,-2.0012805,2.3353386,0
538,-0.5675006,-1.7403309,2.5893958,0
539,-1.545129,1.0568682,1.6511992,0
540,1.4085511,-2.7772386,1.1088027,0
541,0.36286443,-2.508752,2.2137742,0
542,1.3223027,-2.8052018,1.3757427,0
543,0.19415233,-2.2313998,2.2434347,0
544,-0.17821464,-1.8711213,2.307694,0
545,-0.4061623,-1.6692371,2.2882712,0
546,-1.7291508,1.0414447,1.6732835,1
547,-0.3185433,-1.8467509,2.4273062,0
548,-0.618181,-1.5254467,2.4910796,0
549,-0.8372736,-1.1424295,2.557267,0
550,2.0496125,-2.049898,-1.3902063,2
551,-0.83567953,-1.244294,2.6104095,0
552,-0.6821844,-1.5054191,2.5632372,0
553,-0.14104508,-1.926977,2.4265304,0
554,-1.4043891,2.1987293,-0.26280752,0
555,-0.46928692,-1.7427536,2.5189533,0
556,0.30995062,-2.398371,2.2145052,0
557,-0.8493092,-1.4801692,2.657629,0
558,-1.8576211,3.0184786,-0.687288,0
559,-0.8577571,-0.7599744,2.118529,0
560,-0.88892466,-0.9958908,2.5030694,0
561,-0.21886216,-1.8800033,2.3971987,0
562,0.05776662,-2.0220125,2.1447487,0
563,-0.6879399,-1.621267,2.5818243,0
564,1.8401052,-2.6424391,-0.12279239,2
565,-1.1229388,-0.975585,2.686531,0
566,-0.13478604,-2.2066736,2.3629053,0
567,0.60115474,-2.5864437,2.0137224,0
568,-0.77604145,-1.4288162,2.5359468,0
569,-1.266023,-0.51207453,2.5779548,0
570,-1.086841,-0.05225057,1.59465,0
571,-0.9087268,-1.0066292,2.322658,0
572,0.46370587,-2.2723215,1.9175822,0
573,-0.7829282,-1.3141428,2.4806924,0
574,0.0035633119,-2.1472237,2.4403105,0
575,0.10391161,-2.2100766,2.2303042,0
576,0.93147504,-2.8238316,1.8759531,0
577,-0.034363735,-1.6843883,1.577955,0
578,-1.2458724,-0.71305126,2.7130532,0
579,-1.1068041,-0.9957708,2.7033365,0
580,-0.6956744,-1.2458448,2.5313406,0
581,1.9164318,-2.328737,-0.8812509,0
582,1.9901668,-2.413832,-0.7433874,2
583,-1.078601,-0.7572781,2.5801923,0
584,-0.69333696,-1.4994763,2.6547537,0
585,-0.36126256,-1.3944341,2.2043989,0
586,0.17925854,-2.2537975,2.1907425,0
587,0.041163813,-2.1585338,2.227595,0
588,-1.8578898,2.689728,-0.23182938,1
589,-0.6627555,-1.6389999,2.4859223,0
590,-0.34810543,-1.9872684,2.4980366,0
591,-0.7127454,-1.56051,2.5560746,0
592,0.5023105,-2.553144,1.9233043,0
593,-1.1964836,-0.83983773,2.678402,0
594,0.29743257,-2.5199192,2.1152434,0
595,1.4000047,-2.8903883,1.3788192,0
596,-0.63039184,-1.5068957,2.5347848,0
597,-0.63735175,-1.527056,2.4996862,0
598,-1.0059928,-1.0789684,2.6913188,0
599,-0.4082704,-1.7803053,2.5001516,0
