,Models response,label
507,neutral,1
508,neutral,1
509,neutral,1
510,neutral,1
511,neutral,1
512,positive,2
513,neutral,1
514,neutral,1
515,neutral,1
516,neutral,1
517,neutral,1
518,neutral,1
519,neutral,1
520,neutral,1
521,neutral,1
522,neutral,1
523,neutral,1
524,neutral,1
525,positive,2
526,neutral,1
527,negative,0
528,neutral,1
529,negative,0
530,neutral,1
531,neutral,1
532,neutral,1
533,negative,0
534,neutral,1
535,neutral,1
536,neutral,1
537,neutral,1
538,neutral,1
539,positive,2
540,neutral,1
541,neutral,1
542,neutral,1
543,neutral,1
544,neutral,1
545,neutral,1
546,neutral,1
547,neutral,1
548,neutral,1
549,neutral,1
550,neutral,1
551,neutral,1
552,neutral,1
553,positive,2
554,neutral,1
555,positive,2
556,neutral,1
557,neutral,1
558,neutral,1
559,neutral,1
560,neutral,1
561,neutral,1
562,neutral,1
563,neutral,1
564,positive,2
565,neutral,1
566,neutral,1
567,positive,2
568,neutral,1
569,neutral,1
570,neutral,1
571,neutral,1
572,neutral,1
573,neutral,1
574,positive,2
575,neutral,1
576,neutral,1
577,neutral,1
578,neutral,1
579,neutral,1
580,positive,2
581,neutral,1
582,neutral,1
583,neutral,1
584,negative,0
585,neutral,1
586,neutral,1
587,neutral,1
588,neutral,1
589,neutral,1
590,neutral,1
591,neutral,1
592,positive,2
593,neutral,1
594,positive,2
595,neutral,1
596,positive,2
597,neutral,1
598,neutral,1
599,neutral,1
600,neutral,1
601,neutral,1
602,neutral,1
603,neutral,1
604,neutral,1
605,neutral,1
606,neutral,1
607,neutral,1
608,neutral,1
609,neutral,1
610,neutral,1
611,neutral,1
612,neutral,1
613,neutral,1
614,neutral,1
615,neutral,1
616,neutral,1
617,neutral,1
618,neutral,1
619,neutral,1
620,neutral,1
621,neutral,1
622,neutral,1
623,neutral,1
624,neutral,1
625,neutral,1
626,neutral,1
627,neutral,1
628,neutral,1
629,neutral,1
630,neutral,1
631,neutral,1
632,neutral,1
633,neutral,1
634,positive,2
635,neutral,1
636,neutral,1
637,neutral,1
638,neutral,1
639,neutral,1
640,positive,2
641,neutral,1
642,neutral,1
643,neutral,1
644,neutral,1
645,neutral,1
646,neutral,1
647,positive,2
648,neutral,1
649,neutral,1
650,neutral,1
651,neutral,1
652,neutral,1
653,neutral,1
654,positive,2
655,neutral,1
656,neutral,1
657,neutral,1
658,neutral,1
659,neutral,1
660,neutral,1
661,neutral,1
662,neutral,1
663,neutral,1
664,positive,2
665,positive,2
666,neutral,1
667,neutral,1
668,neutral,1
669,negative,0
670,neutral,1
671,positive,2
672,neutral,1
673,neutral,1
674,neutral,1
675,neutral,1
676,neutral,1
677,neutral,1
678,neutral,1
679,neutral,1
680,neutral,1
681,neutral,1
682,neutral,1
683,neutral,1
684,neutral,1
685,positive,2
686,neutral,1
687,neutral,1
688,neutral,1
689,neutral,1
690,neutral,1
691,neutral,1
692,neutral,1
693,neutral,1
694,neutral,1
695,neutral,1
696,neutral,1
697,neutral,1
698,neutral,1
699,neutral,1
700,neutral,1
701,neutral,1
702,positive,2
703,neutral,1
704,neutral,1
705,neutral,1
706,neutral,1
707,neutral,1
708,neutral,1
709,neutral,1
710,neutral,1
711,neutral,1
712,neutral,1
713,neutral,1
714,neutral,1
715,neutral,1
716,neutral,1
717,neutral,1
718,neutral,1
719,neutral,1
720,neutral,1
721,neutral,1
722,neutral,1
723,positive,2
724,neutral,1
725,negative,0
726,negative,0
727,negative,0
728,negative,0
729,negative,0
730,positive,2
731,positive,2
732,positive,2
733,positive,2
734,positive,2
735,positive,2
736,positive,2
737,positive,2
738,positive,2
739,positive,2
740,positive,2
741,positive,2
742,positive,2
743,positive,2
744,positive,2
745,positive,2
746,positive,2
747,positive,2
748,positive,2
749,positive,2
750,positive,2
751,positive,2
752,positive,2
753,positive,2
754,negative,0
755,neutral,1
756,positive,2
757,neutral,1
758,negative,0
759,neutral,1
760,neutral,1
761,neutral,1
762,neutral,1
763,neutral,1
764,neutral,1
765,neutral,1
766,neutral,1
767,neutral,1
768,neutral,1
769,neutral,1
770,neutral,1
771,neutral,1
772,neutral,1
773,neutral,1
774,neutral,1
775,negative,0
776,negative,0
777,positive,2
778,positive,2
779,positive,2
780,positive,2
781,positive,2
782,positive,2
783,positive,2
784,neutral,1
785,neutral,1
786,neutral,1
787,positive,2
788,neutral,1
789,neutral,1
790,positive,2
791,neutral,1
792,neutral,1
793,positive,2
794,positive,2
795,negative,0
796,positive,2
797,positive,2
798,positive,2
799,positive,2
800,positive,2
801,positive,2
802,positive,2
803,positive,2
804,positive,2
805,positive,2
806,positive,2
807,positive,2
808,positive,2
809,positive,2
810,positive,2
811,positive,2
812,positive,2
813,positive,2
814,positive,2
815,positive,2
816,neutral,1
817,neutral,1
818,positive,2
819,positive,2
820,positive,2
821,positive,2
822,positive,2
823,neutral,1
824,positive,2
825,positive,2
826,positive,2
827,negative,0
828,positive,2
829,positive,2
830,neutral,1
831,positive,2
832,positive,2
833,positive,2
834,positive,2
835,positive,2
836,positive,2
837,negative,0
838,positive,2
839,positive,2
840,positive,2
841,neutral,1
842,positive,2
843,positive,2
844,positive,2
845,positive,2
846,positive,2
847,positive,2
848,positive,2
849,negative,0
850,negative,0
851,positive,2
852,positive,2
853,neutral,1
854,positive,2
855,positive,2
856,positive,2
857,positive,2
858,positive,2
859,positive,2
860,positive,2
861,positive,2
862,positive,2
863,positive,2
864,positive,2
865,positive,2
866,positive,2
867,positive,2
868,positive,2
869,positive,2
870,positive,2
871,positive,2
872,positive,2
873,neutral,1
874,positive,2
875,positive,2
876,positive,2
877,negative,0
878,positive,2
879,positive,2
880,positive,2
881,positive,2
882,positive,2
883,positive,2
884,positive,2
885,positive,2
886,positive,2
887,positive,2
888,neutral,1
889,neutral,1
890,neutral,1
891,neutral,1
892,neutral,1
893,neutral,1
894,neutral,1
895,neutral,1
896,neutral,1
897,positive,2
898,neutral,1
899,neutral,1
900,neutral,1
901,neutral,1
902,neutral,1
903,neutral,1
904,neutral,1
905,neutral,1
906,neutral,1
907,neutral,1
908,neutral,1
909,neutral,1
910,negative,0
911,positive,2
912,neutral,1
913,neutral,1
914,positive,2
915,neutral,1
916,neutral,1
917,neutral,1
918,neutral,1
919,neutral,1
920,positive,2
921,neutral,1
922,neutral,1
923,neutral,1
924,neutral,1
925,neutral,1
926,neutral,1
927,neutral,1
928,neutral,1
929,neutral,1
930,neutral,1
931,neutral,1
932,neutral,1
933,neutral,1
934,positive,2
935,neutral,1
936,neutral,1
937,neutral,1
938,neutral,1
939,neutral,1
940,neutral,1
941,neutral,1
942,neutral,1
943,neutral,1
944,neutral,1
945,neutral,1
946,positive,2
947,neutral,1
948,neutral,1
949,neutral,1
950,neutral,1
951,neutral,1
952,neutral,1
953,neutral,1
954,negative,0
955,neutral,1
956,neutral,1
957,neutral,1
958,neutral,1
959,neutral,1
960,neutral,1
961,neutral,1
962,neutral,1
963,neutral,1
964,positive,2
965,neutral,1
966,neutral,1
967,neutral,1
968,neutral,1
969,neutral,1
970,negative,0
971,neutral,1
972,neutral,1
973,neutral,1
974,neutral,1
975,neutral,1
976,neutral,1
977,negative,0
978,neutral,1
979,neutral,1
980,neutral,1
981,neutral,1
982,neutral,1
983,neutral,1
984,neutral,1
985,neutral,1
986,neutral,1
987,neutral,1
988,neutral,1
989,neutral,1
990,neutral,1
991,neutral,1
992,neutral,1
993,neutral,1
994,neutral,1
995,positive,2
996,neutral,1
997,negative,0
998,neutral,1
999,positive,2
1000,neutral,1
1001,neutral,1
1002,neutral,1
1003,negative,0
1004,neutral,1
1005,neutral,1
1006,neutral,1
1007,neutral,1
1008,neutral,1
1009,neutral,1
1010,neutral,1
1011,neutral,1
1012,neutral,1
1013,neutral,1
1014,neutral,1
1015,negative,0
1016,neutral,1
1017,neutral,1
1018,neutral,1
1019,neutral,1
1020,neutral,1
1021,neutral,1
1022,neutral,1
1023,neutral,1
1024,positive,2
1025,neutral,1
1026,neutral,1
1027,neutral,1
1028,neutral,1
1029,neutral,1
1030,positive,2
1031,neutral,1
1032,neutral,1
1033,neutral,1
1034,neutral,1
1035,neutral,1
1036,neutral,1
1037,neutral,1
1038,neutral,1
1039,neutral,1
1040,neutral,1
1041,neutral,1
1042,neutral,1
1043,neutral,1
1044,neutral,1
1045,neutral,1
1046,neutral,1
1047,negative,0
1048,neutral,1
1049,neutral,1
1050,neutral,1
1051,neutral,1
1052,neutral,1
1053,neutral,1
1054,neutral,1
1055,neutral,1
1056,neutral,1
1057,neutral,1
1058,neutral,1
1059,neutral,1
1060,neutral,1
1061,positive,2
1062,positive,2
1063,neutral,1
1064,positive,2
1065,neutral,1
1066,neutral,1
1067,positive,2
1068,neutral,1
1069,neutral,1
1070,neutral,1
1071,neutral,1
1072,positive,2
1073,neutral,1
1074,neutral,1
1075,neutral,1
1076,neutral,1
1077,neutral,1
1078,neutral,1
1079,neutral,1
1080,neutral,1
1081,neutral,1
1082,neutral,1
1083,neutral,1
1084,neutral,1
1085,neutral,1
1086,neutral,1
1087,neutral,1
1088,neutral,1
1089,negative,0
1090,neutral,1
1091,neutral,1
1092,neutral,1
1093,neutral,1
1094,neutral,1
1095,neutral,1
1096,positive,2
1097,positive,2
1098,positive,2
1099,neutral,1
1100,neutral,1
1101,neutral,1
1102,neutral,1
1103,neutral,1
1104,neutral,1
1105,neutral,1
1106,neutral,1
1107,neutral,1
1108,neutral,1
1109,neutral,1
1110,neutral,1
1111,neutral,1
1112,neutral,1
1113,neutral,1
1114,neutral,1
1115,neutral,1
1116,neutral,1
1117,neutral,1
1118,neutral,1
1119,neutral,1
1120,neutral,1
1121,positive,2
1122,neutral,1
1123,neutral,1
1124,neutral,1
1125,neutral,1
1126,neutral,1
1127,neutral,1
1128,neutral,1
1129,positive,2
1130,neutral,1
1131,neutral,1
1132,negative,0
1133,neutral,1
1134,neutral,1
1135,positive,2
1136,positive,2
1137,neutral,1
1138,positive,2
1139,positive,2
1140,positive,2
1141,neutral,1
1142,neutral,1
1143,negative,0
1144,neutral,1
1145,positive,2
1146,neutral,1
1147,neutral,1
1148,negative,0
1149,neutral,1
1150,neutral,1
1151,neutral,1
1152,neutral,1
1153,neutral,1
1154,neutral,1
1155,neutral,1
1156,negative,0
1157,neutral,1
1158,neutral,1
1159,negative,0
1160,neutral,1
1161,neutral,1
1162,neutral,1
1163,neutral,1
1164,neutral,1
1165,neutral,1
1166,neutral,1
1167,neutral,1
1168,neutral,1
1169,neutral,1
1170,neutral,1
1171,neutral,1
1172,neutral,1
1173,neutral,1
1174,negative,0
1175,neutral,1
1176,neutral,1
1177,neutral,1
1178,neutral,1
1179,neutral,1
1180,neutral,1
1181,neutral,1
1182,neutral,1
1183,neutral,1
1184,positive,2
1185,neutral,1
1186,neutral,1
1187,neutral,1
1188,positive,2
1189,neutral,1
1190,positive,2
1191,neutral,1
1192,neutral,1
1193,neutral,1
1194,neutral,1
1195,neutral,1
1196,neutral,1
1197,neutral,1
1198,neutral,1
1199,positive,2
1200,positive,2
1201,neutral,1
1202,neutral,1
1203,neutral,1
1204,neutral,1
1205,neutral,1
1206,neutral,1
1207,neutral,1
1208,neutral,1
1209,neutral,1
1210,neutral,1
1211,neutral,1
1212,neutral,1
1213,neutral,1
1214,neutral,1
1215,neutral,1
1216,neutral,1
1217,neutral,1
1218,neutral,1
1219,positive,2
1220,neutral,1
1221,neutral,1
1222,neutral,1
1223,neutral,1
1224,positive,2
1225,neutral,1
1226,neutral,1
1227,neutral,1
1228,neutral,1
1229,neutral,1
1230,neutral,1
1231,neutral,1
1232,neutral,1
1233,neutral,1
1234,neutral,1
1235,neutral,1
1236,neutral,1
1237,neutral,1
1238,neutral,1
1239,neutral,1
1240,neutral,1
1241,positive,2
1242,neutral,1
1243,neutral,1
1244,neutral,1
1245,neutral,1
1246,neutral,1
1247,neutral,1
1248,neutral,1
1249,neutral,1
1250,positive,2
1251,neutral,1
1252,positive,2
1253,neutral,1
1254,neutral,1
1255,neutral,1
1256,neutral,1
1257,neutral,1
1258,neutral,1
1259,neutral,1
1260,neutral,1
1261,neutral,1
1262,neutral,1
1263,neutral,1
1264,neutral,1
1265,neutral,1
1266,neutral,1
1267,neutral,1
1268,neutral,1
1269,neutral,1
1270,neutral,1
1271,neutral,1
1272,negative,0
1273,neutral,1
1274,neutral,1
1275,neutral,1
1276,neutral,1
1277,neutral,1
1278,neutral,1
1279,positive,2
1280,neutral,1
1281,neutral,1
1282,neutral,1
1283,neutral,1
1284,neutral,1
1285,neutral,1
1286,neutral,1
1287,neutral,1
1288,neutral,1
1289,neutral,1
1290,neutral,1
1291,neutral,1
1292,positive,2
1293,neutral,1
1294,neutral,1
1295,neutral,1
1296,neutral,1
1297,neutral,1
1298,neutral,1
1299,neutral,1
1300,neutral,1
1301,neutral,1
1302,neutral,1
1303,negative,0
1304,neutral,1
1305,positive,2
1306,neutral,1
1307,neutral,1
1308,neutral,1
1309,neutral,1
1310,neutral,1
1311,neutral,1
1312,positive,2
1313,neutral,1
1314,neutral,1
1315,neutral,1
1316,neutral,1
1317,neutral,1
1318,neutral,1
1319,positive,2
1320,neutral,1
1321,positive,2
1322,neutral,1
1323,positive,2
1324,neutral,1
1325,neutral,1
1326,neutral,1
1327,neutral,1
1328,neutral,1
1329,neutral,1
1330,neutral,1
1331,neutral,1
1332,positive,2
1333,neutral,1
1334,neutral,1
1335,neutral,1
1336,neutral,1
1337,neutral,1
1338,neutral,1
1339,neutral,1
1340,positive,2
1341,neutral,1
1342,neutral,1
1343,neutral,1
1344,neutral,1
1345,neutral,1
1346,neutral,1
1347,neutral,1
1348,neutral,1
1349,positive,2
1350,neutral,1
1351,neutral,1
1352,neutral,1
1353,neutral,1
1354,neutral,1
1355,neutral,1
1356,neutral,1
1357,neutral,1
1358,neutral,1
1359,neutral,1
1360,neutral,1
1361,neutral,1
1362,neutral,1
1363,neutral,1
1364,neutral,1
1365,neutral,1
1366,neutral,1
1367,neutral,1
1368,neutral,1
1369,neutral,1
1370,neutral,1
1371,neutral,1
1372,neutral,1
1373,neutral,1
1374,neutral,1
1375,neutral,1
1376,neutral,1
1377,neutral,1
1378,neutral,1
1379,neutral,1
1380,neutral,1
1381,neutral,1
1382,neutral,1
1383,neutral,1
1384,neutral,1
1385,neutral,1
1386,neutral,1
1387,neutral,1
1388,neutral,1
1389,neutral,1
1390,negative,0
1391,neutral,1
1392,neutral,1
1393,neutral,1
1394,neutral,1
1395,negative,0
1396,neutral,1
1397,neutral,1
1398,neutral,1
1399,neutral,1
1400,neutral,1
1401,neutral,1
1402,neutral,1
1403,neutral,1
1404,positive,2
1405,neutral,1
1406,negative,0
1407,neutral,1
1408,neutral,1
1409,neutral,1
1410,negative,0
1411,neutral,1
1412,neutral,1
1413,neutral,1
1414,positive,2
1415,neutral,1
1416,neutral,1
1417,neutral,1
1418,neutral,1
1419,neutral,1
1420,neutral,1
1421,positive,2
1422,neutral,1
1423,neutral,1
1424,neutral,1
1425,neutral,1
1426,neutral,1
1427,neutral,1
1428,neutral,1
1429,neutral,1
1430,neutral,1
1431,neutral,1
1432,neutral,1
1433,neutral,1
1434,neutral,1
1435,neutral,1
1436,neutral,1
1437,neutral,1
1438,neutral,1
1439,neutral,1
1440,neutral,1
1441,neutral,1
1442,neutral,1
1443,neutral,1
1444,neutral,1
1445,neutral,1
1446,neutral,1
1447,neutral,1
1448,neutral,1
1449,neutral,1
1450,neutral,1
1451,positive,2
1452,neutral,1
1453,neutral,1
1454,neutral,1
1455,neutral,1
1456,neutral,1
1457,neutral,1
1458,neutral,1
1459,neutral,1
1460,neutral,1
1461,neutral,1
1462,neutral,1
1463,neutral,1
1464,neutral,1
1465,neutral,1
1466,positive,2
1467,positive,2
1468,neutral,1
1469,neutral,1
1470,neutral,1
1471,neutral,1
1472,neutral,1
1473,positive,2
1474,positive,2
1475,neutral,1
1476,negative,0
1477,neutral,1
1478,neutral,1
1479,neutral,1
1480,neutral,1
1481,neutral,1
1482,neutral,1
1483,neutral,1
1484,neutral,1
1485,neutral,1
1486,neutral,1
1487,neutral,1
1488,neutral,1
1489,negative,0
1490,neutral,1
1491,neutral,1
1492,neutral,1
1493,neutral,1
1494,neutral,1
1495,neutral,1
1496,neutral,1
1497,positive,2
1498,neutral,1
1499,positive,2
1500,neutral,1
1501,neutral,1
1502,positive,2
1503,neutral,1
1504,neutral,1
1505,neutral,1
1506,neutral,1
1507,neutral,1
1508,neutral,1
1509,neutral,1
1510,neutral,1
1511,neutral,1
1512,neutral,1
1513,neutral,1
1514,neutral,1
1515,neutral,1
1516,neutral,1
1517,neutral,1
1518,negative,0
1519,neutral,1
1520,neutral,1
1521,neutral,1
1522,neutral,1
1523,neutral,1
1524,neutral,1
1525,neutral,1
1526,neutral,1
1527,neutral,1
1528,neutral,1
1529,neutral,1
1530,neutral,1
1531,neutral,1
1532,neutral,1
1533,neutral,1
1534,neutral,1
1535,neutral,1
1536,neutral,1
1537,neutral,1
1538,neutral,1
1539,neutral,1
1540,neutral,1
1541,neutral,1
1542,neutral,1
1543,neutral,1
1544,neutral,1
1545,neutral,1
1546,neutral,1
1547,neutral,1
1548,negative,0
1549,neutral,1
1550,neutral,1
1551,neutral,1
1552,neutral,1
1553,neutral,1
1554,neutral,1
1555,neutral,1
1556,neutral,1
1557,positive,2
1558,neutral,1
1559,negative,0
1560,neutral,1
1561,positive,2
1562,neutral,1
1563,neutral,1
1564,neutral,1
1565,neutral,1
1566,neutral,1
1567,neutral,1
1568,positive,2
1569,neutral,1
1570,negative,0
1571,neutral,1
1572,neutral,1
1573,neutral,1
1574,positive,2
1575,positive,2
1576,positive,2
1577,positive,2
1578,positive,2
1579,positive,2
1580,positive,2
1581,neutral,1
1582,positive,2
1583,neutral,1
1584,positive,2
1585,positive,2
1586,neutral,1
1587,neutral,1
1588,neutral,1
1589,neutral,1
1590,positive,2
1591,neutral,1
1592,neutral,1
1593,positive,2
1594,positive,2
1595,neutral,1
1596,neutral,1
1597,neutral,1
1598,neutral,1
1599,neutral,1
1600,neutral,1
1601,neutral,1
1602,neutral,1
1603,neutral,1
1604,positive,2
1605,neutral,1
1606,positive,2
1607,neutral,1
1608,neutral,1
1609,neutral,1
1610,neutral,1
1611,neutral,1
1612,neutral,1
1613,positive,2
1614,positive,2
1615,neutral,1
1616,neutral,1
1617,neutral,1
1618,neutral,1
1619,neutral,1
1620,neutral,1
1621,neutral,1
1622,neutral,1
1623,neutral,1
1624,neutral,1
1625,neutral,1
1626,neutral,1
1627,positive,2
1628,positive,2
1629,neutral,1
1630,neutral,1
1631,neutral,1
1632,neutral,1
1633,positive,2
1634,neutral,1
1635,neutral,1
1636,neutral,1
1637,positive,2
1638,positive,2
1639,neutral,1
1640,positive,2
1641,positive,2
1642,neutral,1
1643,neutral,1
1644,neutral,1
1645,neutral,1
1646,neutral,1
1647,positive,2
1648,neutral,1
1649,neutral,1
1650,neutral,1
1651,neutral,1
1652,positive,2
1653,positive,2
1654,neutral,1
1655,neutral,1
1656,negative,0
1657,negative,0
1658,positive,2
1659,positive,2
1660,neutral,1
1661,neutral,1
1662,positive,2
1663,neutral,1
1664,positive,2
1665,neutral,1
1666,neutral,1
1667,neutral,1
1668,neutral,1
1669,neutral,1
1670,neutral,1
1671,neutral,1
1672,positive,2
1673,neutral,1
1674,negative,0
1675,neutral,1
1676,neutral,1
1677,neutral,1
1678,positive,2
1679,neutral,1
1680,positive,2
1681,neutral,1
1682,neutral,1
1683,negative,0
1684,neutral,1
1685,neutral,1
1686,neutral,1
1687,negative,0
1688,neutral,1
1689,neutral,1
1690,positive,2
1691,neutral,1
1692,negative,0
1693,neutral,1
1694,neutral,1
1695,neutral,1
1696,neutral,1
1697,neutral,1
1698,neutral,1
1699,neutral,1
1700,neutral,1
1701,neutral,1
1702,negative,0
1703,positive,2
1704,neutral,1
1705,neutral,1
1706,neutral,1
1707,neutral,1
1708,neutral,1
1709,neutral,1
1710,neutral,1
1711,neutral,1
1712,neutral,1
1713,neutral,1
1714,neutral,1
1715,neutral,1
1716,neutral,1
1717,positive,2
1718,positive,2
1719,neutral,1
1720,neutral,1
1721,neutral,1
1722,neutral,1
1723,positive,2
1724,neutral,1
1725,neutral,1
1726,neutral,1
1727,neutral,1
1728,neutral,1
1729,neutral,1
1730,neutral,1
1731,neutral,1
1732,neutral,1
1733,neutral,1
1734,neutral,1
1735,positive,2
1736,neutral,1
1737,neutral,1
1738,positive,2
1739,negative,0
1740,neutral,1
1741,neutral,1
1742,positive,2
1743,neutral,1
1744,neutral,1
1745,neutral,1
1746,neutral,1
